Name,LLI Vessel Type,Built At,Built By,LLI NO,Status,Flag,Net Weight,Vessel Type and Size,DWT,Hull Type,Call Sign,Gross Tonnes,Yard Number,Length Overall (m),Length Between Perpendicular (m),Breadth Extreme (m),Breadth Moulded (m),Maximum Draught (m),Freeboard (m),Designed By,Port Of Registry,TEU Capacity,Beneficial Owner,Beneficial Owner Country/Region,Commercial Operator,Commercial Operator Country/Region,Registered Owner,Registered Owner Country/Region,Third Party Operator,Third Party Operator Country/Region,Nominal Owner,Nominal Owner Country/Region,IMO,MMSI,Depth (m),Built,Scrubber installation type,Scrubber manufacturer,Scrubber operating arrangement,Scrubber type,Engine Built By,Engine Power (kW),Engine Horsepower,Engine Designation,P & I Club,Class 1,Class 2,Class 3,Last docking survey date,Last intermediate survey date,Last special survey date,Last tailshaft survey date,Next Docking Survey Date,Next Special Survey Date,ISM Manager,ISM Manager Country/Region,Technical Manager,Technical Manager Country/Region,AIS Destination,Matched Destination,Latest AIS message type,Latest AIS message timestamp,AIS ETA,Company contact,Company contact Country/Region,Lat,Lng,# Times In,Total Time In Area
Grace Freesia,Liquefied Natural Gas Carrier,South Korea,HD Hyundai Samho Company Limited,13371947,Live,Bahamas,35269,"LNG VLGC, 100'-200'cbm",89790,Double Bottom,C6FH6,117564,8033,297.16,291.00,46.40,46.40,11.50,15.35,Winterthur Gas & Diesel Limited (WinGD),Nassau,-,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,Okusankichi Maritima SA,Panama,Osaka Gas International Transport Incorporated,Japan,-,-,9903920,311001111,26.85,2022,-,-,-,-,-,-,-,5X72DF,U.K. Mutual Steam Ship Assurance Association (Bermuda) Ltd,American Bureau,-,-,-,-,-,-,2027-06-12T00:00:00,2027-06-12T00:00:00,NYK LNG Shipmanagement Limited,Japan,NYK LNG Shipmanagement Limited,Japan,US FPO,"Freeport, TX",A,03 Jun 2026 12:06:00 GMT,30 Jun 2026 05:01:00 GMT,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,"28° 0' 53"" S","43° 48' 59"" E",1,"1 day, 9 hours"
Shaolin,Liquefied Natural Gas Carrier,China,Hudong-Zhonghua Shipbuilding (Group) Company Limited,13426217,Live,"Hong Kong, S.A.R., China",37330,"LNG VLGC, 100'-200'cbm",91752,Double Bottom,VRUU5,114181,H1831A,295.00,288.00,-,45.00,11.50,8.30,Wartsila Corporation,Hong Kong,-,China COSCO Shipping Corporation Limited (China Cosco Shipping Group) (COSCO Shipping) (COSCOCS),People's Republic of China,United Liquefied Gas Shipping (Hong Kong) Company Limited,People's Republic of China,United Prosperity LNG Shipping Co Ltd,"Hong Kong, S.A.R., China",PetroChina Company Limited,People's Republic of China,-,-,9915894,477836100,26.25,2022,-,-,-,-,-,-,-,6X72DF,China Shipowners Mutual Assurance Association,China Classification,American Bureau,-,-,-,-,-,2027-10-24T00:00:00,2027-10-24T00:00:00,COSCO Shipping LNG (Hong Kong) Ship Management Company Limited,"Hong Kong, S.A.R., China",COSCO Shipping LNG (Hong Kong) Ship Management Company Limited,"Hong Kong, S.A.R., China",FOR ORDERS,-,A,03 Jun 2026 12:05:19 GMT,09 Jun 2026 00:01:00 GMT,United Liquefied Gas Shipping (Hong Kong) Company Limited,People's Republic of China,"6° 12' 17"" N","90° 22' 38"" E",1,"1 day, 6 hours"
Orion Harmony,Liquefied Natural Gas Carrier,Ulsan,HD Hyundai Heavy Industries Company Limited,13437296,Live,Liberia,34267,"LNG VLGC, 100'-200'cbm",95655,Double Hull,5LCE7,114221,H3190,299.00,291.00,46.40,46.40,12.50,8.52,Winterthur Gas & Diesel Limited (WinGD),Monrovia,-,Unknown Owners,-,Unknown Owners,-,Jupiter 5 Limited,Bermuda,Global Meridian Holdings Limited,Bermuda,-,-,9917555,636021083,21.02,2023,-,-,-,-,-,-,-,5X72DF,NorthStandard,DNV,-,-,-,-,-,-,2028-07-20T00:00:00,2028-07-20T00:00:00,Bernhard Schulte Shipmanagement (Hellas) SPLLC,Greece,Bernhard Schulte Shipmanagement (Hellas) SPLLC,Greece,USNSS,Sabine Pass,A,03 Jun 2026 10:26:14 GMT,06 Jun 2026 05:01:00 GMT,Unknown Owners,-,"22° 14' 6"" N","77° 31' 48"" W",4,"2 days, 11 hours"
Energy Fidelity,Liquefied Natural Gas Carrier,South Korea,HD Hyundai Samho Company Limited,13587728,Live,Marshall Islands,33327,"LNG VLGC, 100'-200'cbm",81855,Double Hull,V7A6050,111089,8105,299.00,281.30,-,46.40,12.50,13.50,Winterthur Gas & Diesel Limited (WinGD),Majuro,-,Kanellakis group of companies,Greece,Alpha Gas SA,Greece,Fermi Navigation SA,Marshall Islands,-,-,-,-,9540089,538010445,26.00,2023,-,-,-,-,-,-,-,5X72DF,NorthStandard,DNV,-,-,-,-,-,-,2028-04-21T00:00:00,2028-04-21T00:00:00,Alpha Gas SA,Greece,Alpha Gas SA,Greece,FOR ORDERS,-,A,03 Jun 2026 12:05:40 GMT,23 Jun 2026 01:00:00 GMT,Alpha Gas SA,Greece,"34° 47' 26"" S","24° 30' 34"" E",1,"1 day, 10 hours"
Yutokumaru,Liquefied Petroleum Gas Carrier,Japan,-,13909773,Live,Japan,-,Unknown size,1291,Single,JD5128,998,1651,69.71,-,-,12.50,4.46,1.54,Unknown Engine Designer,Yokohama,-,"Japan Railway Construction, Transport & Technology Agency",Japan,"Japan Railway Construction, Transport & Technology Agency & Kumazawa Kaiun Company Limited",Japan,"Japan Railway Construction, Transport & Technology Agency & Kumazawa Kaiun Company Limited",Japan,-,-,-,-,9949572,431019598,6.00,2022,-,-,-,-,-,-,-,A31R,-,Nippon Kaiji Kyokai,-,-,-,-,-,-,2027-08-18T00:00:00,2027-08-18T00:00:00,-,-,"Japan Railway Construction, Transport & Technology Agency & Kumazawa Kaiun Company Limited",Japan,JP ISW,-,A,03 Jun 2026 12:05:59 GMT,04 Jun 2026 08:30:00 GMT,"Japan Railway Construction, Transport & Technology Agency & Kumazawa Kaiun Company Limited",Japan,"41° 59' 13"" N","139° 44' 44"" E",1,"20 hours, 19 minutes"
Karadeniz LNGT Powership Oceania,Liquefied Natural Gas Carrier,Ichihara,Mitsui Engineering & Shipbuilding Company Limited (Ichihara),221607,Live,Liberia,31503,"LNG VLGC, 100'-200'cbm",66695,Double Hull,5LPZ7,105010,1352,273.50,259.00,47.20,47.20,11.37,11.49,Mitsubishi Heavy Industries Limited,Monrovia,-,Karadeniz Holding A.S.,Turkiye,Karadeniz Holding A.S.,Turkiye,Khan 3 Maritime Limited,Isle of Man,Shell International Trading & Shipping Company Limited (STASCO),United Kingdom,-,-,8608884,636023905,22.86,1990,-,-,-,-,Mitsubishi Heavy Industries Limited,17375,23300,MS24-2,NorthStandard,Bureau Veritas,-,-,2018-09-18T00:00:00,-,2015-09-28T00:00:00,-,2031-03-10T00:00:00,2031-03-10T00:00:00,Synergy Maritime Private Limited,India,Synergy Maritime Private Limited,India,-,-,A,03 Jun 2026 12:12:46 GMT,-,Karadeniz Holding A.S.,Turkiye,"2° 20' 15"" N","102° 0' 43"" E",2,"2 days, 3 hours"
Shahamah,Liquefied Natural Gas Carrier,Sakaide,Kawasaki Heavy Industries Limited Shipbuilding Division,262464,Live,Liberia,33269,"LNG VLGC, 100'-200'cbm",71931,Double Hull,ELQX7,110895,1438,293.00,280.00,45.84,45.75,11.27,10.49,Kawasaki Heavy Industries Limited (Tokyo),Monrovia,-,Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,National Gas Shipping Company Limited (NGSCO),United Arab Emirates,Shahamah Incorporated,Liberia,-,-,-,-,9035852,636010085,21.76,1994,-,-,-,-,Kawasaki Shipbuilding Corporation,14565,39030,UA-400,West of England Mutual Shipowners Protection & Indemnity Association (Luxemburg),DNV,-,-,-,-,2017-11-22T00:00:00,-,2027-11-22T00:00:00,2027-11-22T00:00:00,Abu Dhabi Marine Operations & Services Company LLC (ADNOC Logistics & Services),United Arab Emirates,Abu Dhabi Marine Operations & Services Company LLC (ADNOC Logistics & Services),United Arab Emirates,-,-,A,03 Jun 2026 11:57:54 GMT,-,National Gas Shipping Company Limited (NGSCO),United Arab Emirates,"26° 25' 45"" N","119° 43' 25"" E",11,"8 days, 16 hours"
Doha,Liquefied Natural Gas Carrier,Nagasaki,Mitsubishi Heavy Industries Limited Shipbuilding,275451,Live,Marshall Islands,33355,"LNG VLGC, 100'-200'cbm",72337,Double Hull,V7A5110,111184,2091,297.50,283.00,45.75,45.75,25.50,0.00,Mitsubishi Heavy Industries Limited,Majuro,-,Government of The State of Qatar,State of Qatar,QatarEnergy Oil and Gas (1),State of Qatar,QatarEnergy Marine (7) LLC,State of Qatar,"NYK Consortium (NYK Line, K Line, MISC Berhad & China LNG Shipping (Holdings)",Republic of Singapore,-,-,9085637,538009745,25.50,1999,-,-,-,-,Mitsubishi Heavy Industries Limited,26800,36400,MS40-2,"Britannia Steam Ship Insurance Association Ltd., The",Lloyds Register,-,-,2019-05-10T00:00:00,-,2019-05-10T00:00:00,-,2029-05-31T00:00:00,2029-05-31T00:00:00,NYK LNG Shipmanagement Limited,Japan,NYK LNG Shipmanagement Limited,Japan,MY LBU,-,A,26 May 2026 09:08:07 GMT,21 May 2026 08:00:00 GMT,QatarEnergy Oil and Gas (1),State of Qatar,"5° 11' 44"" N","115° 18' 44"" E",1,"1 day, 4 hours"
Puteri Zamrud Satu,Liquefied Natural Gas Carrier,Ichihara,Mitsui Engineering & Shipbuilding Company Limited (Ichihara),314623,Live,Malaysia,28333,"LNG VLGC, 100'-200'cbm",76144,Double Hull,9MEZ2,94446,1507,276.00,263.00,43.40,43.40,11.01,14.49,Mitsubishi Heavy Industries Limited,Port Klang,-,Unknown Owners,-,Unknown Owners,-,Future Projects Incorporated,Marshall Islands,-,-,-,-,9245031,533754000,25.50,2004,-,Alfa Laval Aalborg A/S,Unknown,Unknown,Mitsubishi Heavy Industries Limited,27171,36437,MS40-2,West of England Mutual Shipowners Protection & Indemnity Association (Luxemburg),Lloyds Register,-,-,2024-02-21T00:00:00,-,2021-08-30T00:00:00,-,2026-08-11T00:00:00,2026-08-11T00:00:00,-,-,Unknown Owners,-,MY LBU,-,A,19 Apr 2026 03:24:04 GMT,17 Dec 2026 00:00:00 GMT,Unknown Owners,-,"5° 11' 9"" N","115° 22' 10"" E",11,"1 month, 8 days"
Ergy,Liquefied Natural Gas Carrier,Okpo,Hanwha Ocean Company Limited,325442,Live,St. Kitts-Nevis,28849,"LNG VLGC, 100'-200'cbm",73659,Double Hull,V4MM7,96165,2214,287.00,270.40,43.30,43.30,11.76,14.24,Kawasaki Heavy Industries Limited (Tokyo),-,-,Unknown Owners,-,Unknown Owners,-,Voyage Shipping Incorporated,Marshall Islands,-,-,-,-,9250725,341645002,26.00,2004,-,-,-,-,Kawasaki Heavy Industries Limited Shipbuilding Division,25150,34171,UA-360,West of England Mutual Shipowners Protection & Indemnity Association (Luxemburg),-,-,-,2022-05-05T00:00:00,2022-05-05T00:00:00,2025-03-01T00:00:00,2022-05-05T00:00:00,-,-,-,-,Unknown Owners,-,-,-,A,03 Jun 2026 12:10:53 GMT,-,Unknown Owners,-,"2° 20' 32"" N","101° 56' 24"" E",1,"1 day, 3 hours"
Arctic Pioneer,Liquefied Natural Gas Carrier,Okpo,Hanwha Ocean Company Limited,329257,Live,Russia,28136,"LNG VLGC, 100'-200'cbm",77712,Double Hull,UATD6,93786,2219,277.00,266.00,-,43.40,12.10,9.16,Kawasaki Heavy Industries Limited (Tokyo),-,-,NUR Global Shipping LLC-FZ,United Arab Emirates,NUR Global Shipping LLC-FZ,United Arab Emirates,Zara Shipholding Company,Liberia,Ocean Speedstar Solutions (OPC) Private Limited,India,-,-,9256602,273272340,21.26,2005,-,-,-,-,Kawasaki Shipbuilding Corporation,26496,36000,UA-360,-,Russian Register of Ships,-,-,2020-12-19T00:00:00,2017-11-10T00:00:00,2022-07-01T00:00:00,2020-12-19T00:00:00,-,-,NUR Global Shipping LLC-FZ,United Arab Emirates,NUR Global Shipping LLC-FZ,United Arab Emirates,-,-,A,03 Jun 2026 11:25:15 GMT,-,NUR Global Shipping LLC-FZ,United Arab Emirates,"6° 39' 18"" S","82° 54' 18"" E",3,"1 day, 6 hours"
Seri Alam,Liquefied Natural Gas Carrier,Goeje Is.,Samsung Shipbuilding & Heavy Industries Company Limited,349833,Live,Malaysia,28718,"LNG VLGC, 100'-200'cbm",83482,Double Hull,9MGL7,95729,1502,283.07,270.00,-,43.40,12.43,13.57,Unknown Engine Designer,Port Klang,-,MISC Berhad,Malaysia,MISC Berhad,Malaysia,MISC Berhad,Malaysia,Petronas LNG Sendirian Berhad,Malaysia,-,-,9293832,533925000,26.00,2004,-,-,-,-,-,24877,33823,UNKNOWN TURBINE,"Britannia Steam Ship Insurance Association Ltd., The",Bureau Veritas,-,-,2025-10-04T00:00:00,2023-07-08T00:00:00,2025-10-01T00:00:00,2025-10-04T00:00:00,2030-09-05T00:00:00,2030-09-05T00:00:00,MISC Shipmanagement (L) Private Limited,Malaysia,MISC Shipmanagement (L) Private Limited,Malaysia,CN TXG,-,A,03 Jun 2026 12:10:06 GMT,03 Jun 2026 23:00:00 GMT,MISC Berhad,Malaysia,"38° 38' 31"" N","120° 41' 38"" E",1,"9 hours, 39 minutes"
LNG Soars,Liquefied Natural Gas Carrier,Goeje Is.,Samsung Shipbuilding & Heavy Industries Company Limited,352600,Live,Barbados,28726,"LNG VLGC, 100'-200'cbm",78957,Double Hull,8PPN,95753,1555,283.06,270.00,-,43.40,11.40,14.60,Kawasaki Heavy Industries Limited (Tokyo),Bridgetown,-,Unknown Owners,-,Unknown Owners,-,Sail Shipping Company Limited,"Hong Kong, S.A.R., China",-,-,-,-,9307205,314001150,26.00,2006,-,-,-,-,Kawasaki Heavy Industries Limited Shipbuilding Division,26342,35325,UA-400,-,Korean Register,Korean Register,-,2019-11-27T00:00:00,2017-10-17T00:00:00,2019-11-27T00:00:00,2019-11-27T00:00:00,2030-01-22T00:00:00,2030-01-22T00:00:00,Shanghai Fair Shipping Company Limited,People's Republic of China,Shanghai Fair Shipping Company Limited,People's Republic of China,TBC,-,A,25 May 2026 19:57:50 GMT,23 May 2026 03:00:00 GMT,Unknown Owners,-,"2° 15' 3"" N","104° 58' 56"" E",1,"1 day, 7 hours"
Seri Anggun,Liquefied Natural Gas Carrier,Goeje Is.,Samsung Shipbuilding & Heavy Industries Company Limited,357477,Live,Malaysia,28718,"LNG VLGC, 100'-200'cbm",83395,Double Hull,9MGV4,95729,1589,283.07,270.00,43.40,43.40,12.42,13.58,Kawasaki Heavy Industries Limited (Tokyo),Port Klang,-,MISC Berhad,Malaysia,MISC Berhad,Malaysia,MISC Berhad,Malaysia,Petronas LNG Sendirian Berhad,Malaysia,-,-,9321653,533953000,26.00,2005,-,-,-,-,Kawasaki Shipbuilding Corporation,24877,33800,UA-360,"Britannia Steam Ship Insurance Association Ltd., The",Bureau Veritas,-,-,2023-08-08T00:00:00,2023-08-08T00:00:00,2021-07-01T00:00:00,2016-06-27T00:00:00,2026-06-27T00:00:00,2026-06-27T00:00:00,MISC Shipmanagement (L) Private Limited,Malaysia,MISC Shipmanagement (L) Private Limited,Malaysia,-,-,A,19 Nov 2025 00:28:08 GMT,-,MISC Berhad,Malaysia,"5° 11' 15"" N","115° 19' 47"" E",2,"2 days, 8 hours"
LNG Alliance,Liquefied Natural Gas Carrier,St. Nazaire,Chantiers de l'Atlantique,357523,Live,Marshall Islands,29322,"LNG VLGC, 100'-200'cbm",86389,Double Hull,V7A7289,97741,P32,289.60,274.10,43.35,43.35,12.60,13.65,Wartsila Corporation,Majuro,-,China International Marine Containers (Group) Company Limited-CIMC,"Hong Kong, S.A.R., China",China International Marine Containers (Group) Company Limited-CIMC,"Hong Kong, S.A.R., China",CIMC Lotus Limited,"Hong Kong, S.A.R., China",Sinokor Merchant Marine Company Limited,Republic of Korea,-,-,9320075,538010704,26.25,2007,-,-,-,-,Wartsila NSD Helsinki,28000,38044,9L50DF,Steamship Mutual Underwriting Association (Bermuda) Ltd,Bureau Veritas,-,-,2022-04-16T00:00:00,2019-08-17T00:00:00,2026-05-01T00:00:00,2022-04-16T00:00:00,-,-,Wilhelmsen Ship Management Sendirian Berhad,Malaysia,Wilhelmsen Ship Management Sendirian Berhad,Malaysia,-,-,A,30 May 2026 14:24:13 GMT,-,China International Marine Containers (Group) Company Limited-CIMC,"Hong Kong, S.A.R., China","36° 17' 2"" N","3° 27' 3"" W",1,"1 day, 8 hours"
Shandong Redwood,Liquefied Natural Gas Carrier,Goeje Is.,Samsung Shipbuilding & Heavy Industries Company Limited,357541,Live,Bermuda,28726,"LNG VLGC, 100'-200'cbm",79085,Double Hull,ZCDU5,95753,1585,283.06,270.00,43.40,43.40,11.40,14.60,Kawasaki Heavy Industries Limited (Tokyo),Hamilton,-,Huaxia Bank Company Limited,People's Republic of China,Huaxia Financial Leasing Company Limited,People's Republic of China,Huajin Lixin (Tianjin) Leasing Company Limited,People's Republic of China,Shandong Marine Energy (Singapore) Private Limited,Republic of Singapore,-,-,9321744,310528000,26.00,2007,-,-,-,-,Kawasaki Heavy Industries Limited Shipbuilding Division,29029,39469,UA-400,Assuranceforeningen Gard,American Bureau,-,-,2018-03-05T00:00:00,2018-06-05T00:00:00,2015-04-25T00:00:00,2015-04-25T00:00:00,2030-07-21T00:00:00,2030-07-21T00:00:00,PG Shipmanagement Private Limited,Republic of Singapore,PG Shipmanagement Private Limited,Republic of Singapore,SINGAPORE,Singapore,A,03 Jun 2026 12:13:13 GMT,06 Jun 2026 13:00:00 GMT,Huaxia Financial Leasing Company Limited,People's Republic of China,"12° 25' 54"" N","113° 11' 7"" E",2,"2 days, 8 hours"
Golden Isaia,Liquefied Natural Gas Carrier,Goeje Is.,Samsung Shipbuilding & Heavy Industries Company Limited,357542,Live,Indonesia,28726,"LNG VLGC, 100'-200'cbm",78996,Double Hull,YDVA2,95753,1586,283.06,270.00,43.40,43.40,11.40,14.60,Kawasaki Heavy Industries Limited (Tokyo),Jakarta,-,P.T. Sillo Maritime Perdana,Republic of Singapore,PT Golden Prima Maritim,Indonesia,PT Golden Prima Maritim,Indonesia,GasLog Partners LP,Monaco,-,-,9321756,525401676,26.00,2007,-,-,-,-,Kawasaki Heavy Industries Limited Shipbuilding Division,29029,39469,UA-400,U.K. Mutual Steam Ship Assurance Association (Bermuda) Ltd,American Bureau,-,-,2020-03-24T00:00:00,2018-02-16T00:00:00,2020-03-24T00:00:00,2020-03-24T00:00:00,2030-03-26T00:00:00,2030-03-26T00:00:00,Wilhelmsen Ship Management Sendirian Berhad,Malaysia,Wilhelmsen Ship Management Sendirian Berhad,Malaysia,ID PTM,Bintuni,A,03 Jun 2026 12:13:05 GMT,07 Jun 2026 23:00:00 GMT,PT Golden Prima Maritim,Indonesia,"2° 23' 56"" S","132° 53' 29"" E",1,"1 day, 5 hours"
Grand Cosmos,Liquefied Natural Gas Carrier,Ulsan,HD Hyundai Heavy Industries Company Limited,358501,Live,Liberia,30144,"LNG VLGC, 100'-200'cbm",85224,Double Hull,5LUR9,100481,1730,288.15,274.00,-,48.00,12.35,13.65,Mitsubishi Heavy Industries Limited,Monrovia,-,Zeus Energy Private Limited,Republic of Singapore,Zeus Energy Private Limited,Republic of Singapore,Zeus Energy Private Limited,Republic of Singapore,-,-,-,-,9323675,636024872,26.00,2008,-,Alfa Laval Aalborg A/S,Unknown,Unknown,HD Hyundai Heavy Industries Company Limited,29420,31500,MS40-2,West of England Mutual Shipowners Protection & Indemnity Association (Luxemburg),Lloyds Register,-,-,2026-02-07T00:00:00,-,2023-04-04T00:00:00,-,2028-03-13T00:00:00,2028-03-13T00:00:00,Bernhard Schulte Shipmanagement (Singapore) Private Limited,-,Bernhard Schulte Shipmanagement (Singapore) Private Limited,-,RU PGN,Prigorodnoye,A,03 Jun 2026 12:08:22 GMT,03 Jun 2026 07:00:00 GMT,Zeus Energy Private Limited,Republic of Singapore,"46° 34' 1"" N","142° 51' 22"" E",3,"1 day, 4 hours"
LNG Ebisu,Liquefied Natural Gas Carrier,Sakaide,Kawasaki Heavy Industries Limited Shipbuilding Division,360680,Live,Bahamas,35673,"LNG VLGC, 100'-200'cbm",81032,Double Hull,C6XB4,118910,1588,289.50,277.00,49.00,49.00,12.25,14.75,Unknown Engine Designer,Nassau,-,Unknown Owners,-,Unknown Owners,-,Panther Shipping Line SA,Panama,-,-,-,-,9329291,311004400,27.00,2008,-,-,-,-,Kawasaki Heavy Industries Limited Shipbuilding Division,26900,36073,UA-400,U.K. Mutual Steam Ship Assurance Association (Bermuda) Ltd,Nippon Kaiji Kyokai,-,-,2021-04-11T00:00:00,-,2018-07-26T00:00:00,-,2028-09-21T00:00:00,2028-09-21T00:00:00,MOL LNG Transport Company Limited,Japan,MOL LNG Transport Company Limited,Japan,-,-,A,04 Feb 2026 01:18:16 GMT,-,Unknown Owners,-,"5° 10' 1"" N","115° 27' 41"" E",1,"3 days, 10 hours"
Tangguh Hiri,Liquefied Natural Gas Carrier,Ulsan,HD Hyundai Heavy Industries Company Limited,361909,Live,Bahamas,31576,"LNG VLGC, 100'-200'cbm",76700,Double Hull,C6XC2,101957,1780,288.43,275.00,44.20,44.20,12.20,13.80,Wartsila Corporation,Nassau,-,Stonepeak Infrastructure Partners (Stonepeak Partners LP),United States of America,Seapeak LLC,Marshall Islands,Tangguh Hiri Finance Limited,United Kingdom,Seapeak Maritime (Glasgow) Limited,United Kingdom,-,-,9333632,309787000,26.00,2008,-,Alfa Laval Aalborg A/S,Unknown,Unknown,Fincantieri-Cantieri Navali Italiani S.p.A.,39900,27124,9L50DF,Assuranceforeningen Skuld,Lloyds Register,-,-,2024-05-17T00:00:00,-,2022-05-08T00:00:00,-,2027-05-17T00:00:00,2027-05-17T00:00:00,Seapeak Maritime Limited,Bermuda,Seapeak Maritime (Glasgow) Limited,United Kingdom,ID NTI,Bintuni,A,03 Jun 2026 11:18:38 GMT,13 Jun 2026 00:01:00 GMT,Seapeak LLC,Marshall Islands,"2° 25' 0"" N","124° 38' 42"" E",1,"1 day, 6 hours"
Tangguh Batur,Liquefied Natural Gas Carrier,Okpo,Hanwha Ocean Company Limited,362231,Live,Singapore,29230,"LNG VLGC, 100'-200'cbm",84980,Double Hull,9V7631,97432,2242,285.40,274.39,43.40,43.40,11.50,14.50,Kawasaki Heavy Industries Limited (Tokyo),Singapore,-,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,LNG North-South Shipping Company(Singapore) Private Limited,Republic of Singapore,Tangguh Production Sharing Contractors (TPSC),Indonesia,-,-,9334284,564090000,26.00,2008,-,Alfa Laval Aalborg A/S,Unknown,Unknown,Kawasaki Heavy Industries Limited Shipbuilding Division,28464,38171,UA-400,U.K. Mutual Steam Ship Assurance Association (Bermuda) Ltd,Lloyds Register,-,-,2023-12-14T00:00:00,-,2023-12-25T00:00:00,-,2028-12-14T00:00:00,2028-12-14T00:00:00,NYK Shipmanagement Private Limited,Republic of Singapore,NYK Shipmanagement Private Limited,Republic of Singapore,MY LBU,-,A,03 Jun 2026 11:51:49 GMT,20 Nov 2026 22:00:00 GMT,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,"5° 11' 29"" N","115° 20' 55"" E",1,"1 day, 4 hours"
Al Gharrafa,Liquefied Natural Gas Carrier,Ulsan,HD Hyundai Heavy Industries Company Limited,362849,Live,Oman,42016,"LNG QatarMax, 200'+ cbm",113861,Double Hull,A4DL8,136410,1792,315.16,303.00,50.04,50.00,12.50,14.50,B&W Diesel A/S,-,-,Qatar Gas Transport Company Limited (Nakilat) QPSC,State of Qatar,Qatar Gas Transport Company Limited (Nakilat) QPSC,State of Qatar,Overseas LNG H2 LLC,State of Qatar,RasGas Company Limited (RASGAS),State of Qatar,-,-,9337717,461000266,27.00,2007,-,-,-,-,HD Hyundai Heavy Industries Company Limited,18660,25370,6S70ME-C,Assuranceforeningen Gard,DNV,-,-,-,-,2012-11-12T00:00:00,-,2028-01-11T00:00:00,2028-01-11T00:00:00,Nakilat Shipping (Qatar) Limited  (NSQL),State of Qatar,Nakilat Shipping (Qatar) Limited  (NSQL),State of Qatar,QA RLF,Ras Laffan,A,03 Jun 2026 12:02:16 GMT,29 May 2026 05:00:00 GMT,Qatar Gas Transport Company Limited (Nakilat) QPSC,State of Qatar,"17° 50' 12"" N","70° 7' 19"" E",1,"1 day, 7 hours"
Duhail,Liquefied Natural Gas Carrier,Okpo,Hanwha Ocean Company Limited,362858,Live,Bahamas,44086,"LNG QatarMax, 200'+ cbm",98191,Double Hull,C6WF6,137535,2247,315.00,303.00,50.00,50.00,12.00,15.00,B&W Diesel A/S,Nassau,-,Qatar Gas Transport Company Limited (Nakilat) QPSC & Pronav Ship Management GmbH & Company KG,State of Qatar,Qatar Gas Transport Company Limited (Nakilat) QPSC & Pronav Ship Management GmbH & Company KG,State of Qatar,Nauranto Schiffsbetriebsgesellschaft mbH & Company ts Gabriela KG,Germany,Qatar Liquefied Gas Company Limited,State of Qatar,-,-,9337975,309599000,27.00,2008,-,-,-,-,HSD Sjo AS,37320,22501,6S70ME-C,Assuranceforeningen Gard,Lloyds Register,-,-,2025-08-04T00:00:00,-,2022-12-06T00:00:00,-,2028-01-14T00:00:00,2028-01-14T00:00:00,Pronav Ship Management GmbH & Company KG,Germany,Pronav Ship Management GmbH & Company KG,Germany,QARLF,Ras Laffan,A,03 Jun 2026 12:10:45 GMT,01 Jul 2026 00:01:00 GMT,Qatar Gas Transport Company Limited (Nakilat) QPSC & Pronav Ship Management GmbH & Company KG,State of Qatar,"19° 19' 27"" S","57° 26' 11"" E",1,"1 day, 17 hours"
Al Ghariya,Liquefied Natural Gas Carrier,Okpo,Hanwha Ocean Company Limited,362859,Live,Bahamas,44086,"LNG QatarMax, 200'+ cbm",121730,Double Hull,C6WF5,137535,2248,315.00,303.00,50.00,50.00,13.60,13.40,B&W Diesel A/S,Nassau,-,Qatar Gas Transport Company Limited (Nakilat) QPSC & Pronav Ship Management GmbH & Company KG,State of Qatar,Qatar Gas Transport Company Limited (Nakilat) QPSC & Pronav Ship Management GmbH & Company KG,State of Qatar,Neptora Schiffsbetriebsgesellschaft mbH & Company ts Julia KG,Germany,Qatar Liquefied Gas Company Limited,State of Qatar,-,-,9337987,308248000,27.00,2008,-,-,-,-,HSD Sjo AS,33100,22501,6S70ME-C,Assuranceforeningen Gard,Lloyds Register,-,-,2025-09-27T00:00:00,-,2022-11-11T00:00:00,-,2028-01-20T00:00:00,2028-01-20T00:00:00,Pronav Ship Management GmbH & Company KG,Germany,Pronav Ship Management GmbH & Company KG,Germany,-,Ras Laffan,A,03 Jun 2026 12:11:02 GMT,-,Qatar Gas Transport Company Limited (Nakilat) QPSC & Pronav Ship Management GmbH & Company KG,State of Qatar,"9° 18' 56"" S","54° 37' 27"" E",1,"2 days, 1 hour"
